companyid;companyname;ticker;price;p_l;p_vp;p_ebit;p_ativo;ev_ebit;margembruta;margemebit;margemliquida;p_sr;p_capitalgiro;p_ativocirculante;giroativos;roe;roa;roic;dividaliquidapatrimonioliquido;dividaliquidaebit;pl_ativo;passivo_ativo;liquidezcorrente;peg_ratio;receitas_cagr5;liquidezmediadiaria;vpa;lpa;valormercado;segmentid;sectorid;subsectorid;subsectorname;segmentname;sectorname;dy;lucros_cagr5;datacarga
377;SUZANO HOLDING S.A.;NEMO5;52,97;3,82;1,53;1,12;0,13;3,55;42,65;37,37;10,96;0,42;0,74;-0,18;0,31;40,03;3,38;9,57;4,84;3,55;0,08;0,7;2,82;-0,96;36,49;;34,64;13,87;0,0;65;5,0;30,0;Madeira e Papel;Papel e Celulose;Materiais Básicos;;52,36;02/20/24 12:07
377;SUZANO HOLDING S.A.;NEMO6;0,0;0,0;0,0;0,0;0,0;3,55;42,65;37,37;10,96;0,0;0,0;0,0;0,31;40,03;3,38;9,57;4,84;3,55;0,08;0,7;2,82;0,0;36,49;;34,64;13,87;0,0;65;5,0;30,0;Madeira e Papel;Papel e Celulose;Materiais Básicos;;52,36;02/20/24 12:07
496;NEOENERGIA S.A.;NEOE3;21,3;4,98;0,88;2,7;0,27;6,65;26,13;21,96;11,89;0,59;21,21;-0,34;0,45;17,61;5,33;12,45;1,29;3,96;0,3;0,7;1,06;0,21;15,85;19150724,15;24,28;4,28;25853881382,4;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;4,24;66,47;02/20/24 12:07
316;NEXPE PARTICIPAÇÕES S.A;NEXP3;4,86;-0,09;-0,09;-0,16;0,1;-0,79;86,77;-85,18;-147,0;0,14;-0,24;-0,16;0,73;-96,62;-107,69;97,23;;-0,63;-1,11;2,11;0,47;0,0;6,18;9692,63;-53,94;-52,12;12906065,34;52;4,0;22,0;Exploração de Imóveis;Intermediação Imobiliária;Financeiro e Outros;;;02/20/24 12:07
659;NEOGRID PARTICIPACOES S.A.;NGRD3;1,09;28,07;0,57;-17,98;0,39;-6,4;63,47;-5,34;3,42;0,96;1,57;-0,68;0,4;2,03;1,38;-4,51;-0,37;11,58;0,68;0,32;2,37;0,06;10,18;446416,62;1,91;0,04;260141939,7;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;1,36;3,51;02/20/24 12:07
773;GETNINJAS S.A.;NINJ3;5,07;86,19;0,9;-9,48;0,85;0,7;91,84;-44,7;4,92;4,24;0,96;-14,08;0,2;1,05;0,98;-10,12;-0,97;10,18;0,94;0,06;16,07;-0,76;;538937,56;5,61;0,06;257540876,19;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;;;02/20/24 12:07
186;NORDON INDUSTRIAS METALURGICAS S.A.;NORD3;13,41;-11,83;-0,57;18,61;4,78;26,56;91,45;211,48;-332,85;39,36;-0,56;-5,21;0,12;-4,8;-40,38;-4,03;;7,95;-8,41;9,41;0,01;1,81;23,27;159752,16;-23,62;-1,13;88794127,26;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;;;02/20/24 12:07
566;NORTEC QUÍMICA S.A.;NRTQ3;0,0;0,0;0,0;0,0;0,0;0,32;27,82;17,1;18,21;0,0;0,0;0,0;0,68;17,37;12,36;12,35;0,05;0,32;0,71;0,29;4,82;0,0;9,53;;19,95;3,46;0,0;79;7,0;38,0;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;Saúde;;24,53;02/20/24 12:07
301;NATURA &CO HOLDING S.A.;NTCO3;16,54;4,83;0,82;-75,02;0,45;-73,18;64,98;-0,93;14,39;0,7;2,92;-0,69;0,65;16,95;9,39;-3,13;-0,02;1,84;0,55;0,45;1,82;-0,01;29,83;157136244,59;20,21;3,43;22938467011,64;50;3,0;21,0;Produtos de Uso Pessoal e de Limpeza;Produtos de Uso Pessoal;Consumo não Cíclico;;47,94;02/20/24 12:07
586;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;NUTR3;5,45;18,87;2,19;6,84;0,69;7,41;16,12;6,42;2,33;0,44;2,06;-2,2;1,56;11,63;3,63;21,12;0,18;0,57;0,31;0,69;1,94;-0,34;36,34;93409,24;2,48;0,29;72181980,0;69;5,0;33,0;Químicos;Fertilizantes e Defensivos;Materiais Básicos;;;02/20/24 12:07
288;CONSERVAS ODERICH S.A.;ODER4;98,91;7,44;2,24;5,93;1,27;6,57;30,41;18,23;14,52;1,08;2,58;-4,42;1,17;30,11;17,04;24,81;0,24;0,65;0,57;0,43;3,21;0,1;18,87;9450,5;44,13;13,29;1116407654,46;44;3,0;17,0;Alimentos Processados;Alimentos Diversos;Consumo não Cíclico;0,63;54,31;02/20/24 12:07
429;ODONTOPREV S.A.;ODPV3;12,98;14,58;4,89;11,76;3,45;11,22;40,91;28,94;23,34;3,4;-177,8;-4,41;1,01;33,5;23,65;27,76;-0,24;-0,57;0,71;0,29;0,92;0,52;5,77;27750094,44;2,66;0,89;7187968575,63;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;2,24;-0,45;02/20/24 12:07
418;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;OFSA3;21,0;-48,51;1,69;10,41;0,89;11,2;48,31;11,04;-2,37;1,15;2,34;-2,44;0,78;-3,49;-1,84;0,96;0,13;0,79;0,53;0,47;2,51;0,41;15,56;221384,47;12,41;-0,43;1132929126,0;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;0,94;;02/20/24 12:07
405;ÓLEO E GÁS PARTICIPAÇÕES S.A.;OGXP3;1,63;-2,15;-0,98;-9,26;0,92;-9,26;;;;;-0,98;;0,0;-45,53;-43,02;10,57;;0,0;-0,94;1,94;0,51;0,02;;;-1,67;-0,76;52747073,84;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;;;02/20/24 12:07
436;OI S.A.;OIBR3;1,29;-0,04;-0,03;-0,05;0,03;-1,35;-3,74;-173,59;-224,73;0,08;-0,22;-0,04;0,34;-84,29;-76,06;1223,14;;-1,3;-0,9;1,9;0,72;0,0;-15,11;13421363,94;-40,62;-34,24;868353191,25;83;9,0;42,0;Telecomunicações;Telecomunicações;Comunicações;;;02/20/24 12:07
436;OI S.A.;OIBR4;2,34;-0,07;-0,06;-0,09;0,05;-1,35;-3,74;-173,59;-224,73;0,15;-0,39;-0,08;0,34;-84,29;-76,06;1223,14;;-1,3;-0,9;1,9;0,72;0,0;-15,11;261276,0;-40,62;-34,24;868353191,25;83;9,0;42,0;Telecomunicações;Telecomunicações;Comunicações;;;02/20/24 12:07
476;OMEGA GERAÇÃO S.A.;OMGE3;27,57;60,97;1294,14;14,84;443,36;14,86;28,35;29,22;7,11;4,34;17603,37;-525,74;102,22;2122,56;727,18;3736,63;1,1;0,01;0,34;0,66;1,19;-0,75;34,84;;0,02;0,45;5521562588,85;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;-2,04;02/20/24 12:07
800;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A.;ONCO3;10,0;24,05;2,38;6,84;0,61;10,75;35,93;14,63;4,16;1,0;6,05;-0,89;0,61;9,9;2,55;11,13;1,36;3,91;0,26;0,69;1,48;-0,01;;22542281,74;4,2;0,42;5274815980,0;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;;;02/20/24 12:07
682;OCEANPACT SERVICOS MARITIMOS S.A.;OPCT3;5,5;13,48;1,38;4,23;0,45;8,0;22,65;16,79;5,27;0,71;5,29;-0,65;0,64;10,27;3,37;11,91;1,23;3,77;0,33;0,67;1,41;-0,08;47,73;3930245,5;3,97;0,41;1099777547,0;17;1,0;6,0;Transporte;Transporte Hidroviário;Bens Industriais;;62,06;02/20/24 12:07
740;ORIZON VALORIZACAO DE RESIDUOS S.A.;ORVR3;33,57;-22,36;4,51;20,97;1,24;28,07;30,63;17,55;-16,46;3,68;8,36;-1,71;0,34;-20,17;-5,56;5,58;1,53;7,11;0,28;0,7;2,22;-0,43;22,01;13669433,44;7,44;-1,5;2784661343,73;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública;;;02/20/24 12:07
402;OSX BRASIL S.A.;OSXB3;5,2;-0,05;0,0;0,03;0,01;10,16;90,64;1360,32;-767,58;0,38;-0,02;-0,01;0,02;-5,25;-12,01;-115,0;;10,13;-2,29;3,29;0,02;0,0;26,98;214374,82;-1978,77;-103,9;16369797,6;75;6,0;35,0;Petróleo. Gás e Biocombustíveis;Equipamentos e Serviços;Petróleo. Gás e Biocombustíveis;;;02/20/24 12:07
427;INSTITUTO HERMES PARDINI S.A.;PARD3;20,25;36,76;5,3;19,27;2,1;19,93;26,45;13,31;6,98;2,57;-54,06;-3,28;0,82;14,42;5,7;14,8;0,18;0,66;0,4;0,6;0,9;-1,04;13,44;7882065,83;3,82;0,55;5403493010,25;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;10,64;2,56;02/20/24 12:07
394;PANATLANTICA S.A.;PATI3;26,19;120,03;0,74;14,6;0,37;12,39;8,88;2,27;0,28;0,33;0,75;-1,57;1,11;0,62;0,31;1,75;-0,12;-2,39;0,5;0,5;2,78;-1,29;23,42;7576,4;35,34;0,22;634283584,77;73;5,0;34,0;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Materiais Básicos;1,84;-21,3;02/20/24 12:07
394;PANATLANTICA S.A.;PATI4;33,5;153,53;0,95;18,68;0,47;12,39;8,88;2,27;0,28;0,42;0,96;-2,01;1,11;0,62;0,31;1,75;-0,12;-2,39;0,5;0,5;2,78;-1,65;23,42;9529,0;35,34;0,22;634283584,77;73;5,0;34,0;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;Materiais Básicos;6,29;-21,3;02/20/24 12:07
299;CIA BRASILEIRA DE DISTRIBUICAO;PCAR3;4,02;-0,37;0,22;-2,09;0,05;-6,53;-79,59;-212,24;-1200,41;4,43;0,57;-0,07;0,01;-58,63;-12,96;-11,07;0,46;-4,44;0,22;0,78;1,32;0,0;-17,25;41380408,97;18,57;-10,89;1085959057,38;47;3,0;19,0;Comércio e Distribuição;Alimentos;Consumo não Cíclico;;;02/20/24 12:07
299;CIA BRASILEIRA DE DISTRIBUICAO;PCAR4;72,11;-6,62;3,88;-37,46;0,86;-6,53;-79,59;-212,24;-1200,41;79,51;10,23;-1,32;0,01;-58,63;-12,96;-11,07;0,46;-4,44;0,22;0,78;1,32;0,03;-17,25;;18,57;-10,89;1085959057,38;47;3,0;19,0;Comércio e Distribuição;Alimentos;Consumo não Cíclico;;;02/20/24 12:07
239;PDG REALTY S.A. EMPREEND E PARTICIPACOES;PDGR3;0,34;-0,03;0,0;-0,89;0,03;-47,19;60,91;-21,85;-681,34;0,2;-0,01;-0,11;0,13;-17,17;-87,98;2,46;;-46,29;-5,12;6,19;0,22;0,0;-23,6;1302952,06;-69,17;-11,88;26447400,14;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;;;02/20/24 12:07
370;PADTEC HOLDING S.A.;PDTC3;2,96;10,27;1,53;6,0;0,43;7,65;35,71;10,17;5,93;0,61;1,17;-1,43;0,71;14,89;4,19;13,54;0,42;1,65;0,28;0,72;2,1;0,01;276,1;160636,09;1,93;0,29;234475405,44;62;4,0;28,0;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;;3,91;02/20/24 12:07
320;CIA PARTICIPACOES ALIANCA DA BAHIA;PEAB3;42,0;35,2;1,15;43,09;0,91;38,39;81,61;36,95;45,24;15,92;3,21;-1,31;0,06;3,27;2,58;1,61;-0,17;-6,23;0,79;0,21;12,49;-0,29;-34,5;21458,5;36,52;1,19;822419946,0;53;4,0;23,0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;0,71;-9,41;02/20/24 12:07
320;CIA PARTICIPACOES ALIANCA DA BAHIA;PEAB4;45,0;37,71;1,23;46,17;0,97;38,39;81,61;36,95;45,24;17,06;3,44;-1,4;0,06;3,27;2,58;1,61;-0,17;-6,23;0,79;0,21;12,49;-0,31;-34,5;23129,17;36,52;1,19;822419946,0;53;4,0;23,0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;0,72;-9,41;02/20/24 12:07
408;PETROLEO BRASILEIRO S.A. PETROBRAS;PETR3;44,11;4,2;1,49;2,77;0,56;3,88;51,08;38,69;25,53;1,07;-79,26;-0,66;0,52;35,47;13,35;21,54;0,62;1,15;0,38;0,62;0,95;-0,19;17,72;392294155,53;29,59;10,5;566093368554,22;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;16,61;;02/20/24 12:07
408;PETROLEO BRASILEIRO S.A. PETROBRAS;PETR4;42,44;4,04;1,43;2,67;0,54;3,88;51,08;38,69;25,53;1,03;-76,25;-0,63;0,52;35,47;13,35;21,54;0,62;1,15;0,38;0,62;0,95;-0,18;17,72;1261324416,82;29,59;10,5;566093368554,22;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;17,27;;02/20/24 12:07
627;PET CENTER COMERCIO E PARTICIPACOES S.A.;PETZ3;3,8;54,86;0,98;12,56;0,44;12,45;46,61;4,46;1,02;0,56;2,72;-0,67;0,79;1,78;0,81;5,4;-0,01;-0,11;0,45;0,55;1,9;-1,17;36,54;52358763,21;3,9;0,07;1757589307,6;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico;0,28;22,89;02/20/24 12:07
419;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;PFRM3;4,91;13,06;0,48;2,63;0,13;4,93;14,64;2,71;0,54;0,07;0,69;-0,44;1,82;3,69;0,99;10,16;0,42;2,3;0,27;0,67;1,37;-0,28;13,77;1467375,35;10,19;0,38;607920715,43;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;;;02/20/24 12:07
624;EMPREENDIMENTOS PAGUE MENOS S.A.;PGMN3;2,88;-7,76;0,61;3,23;0,18;5,73;31,86;4,4;-1,83;0,14;1,09;-0,36;1,26;-7,86;-2,31;7,28;0,47;2,5;0,29;0,71;1,48;0,03;9,03;5967853,91;4,72;-0,37;1560327724,8;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;10,27;;02/20/24 12:07
342;BCO PINE S.A.;PINE3;4,9;7,28;1,05;6,24;0,05;6,0;15,73;8,85;7,58;0,55;;-0,05;0,1;14,41;0,72;;;;0,05;0,95;;0,02;8,44;3293,0;4,67;0,67;983600002,5;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;6,82;;02/20/24 12:07
342;BCO PINE S.A.;PINE4;4,51;6,7;0,97;5,75;0,05;6,0;15,73;8,85;7,58;0,51;;-0,05;0,1;14,41;0,72;;;;0,05;0,95;;0,02;8,44;3509171,0;4,67;0,67;983600002,5;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros;7,4;;02/20/24 12:07
214;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;PLAS3;7,0;6,05;-0,24;1,85;0,13;7,95;11,34;5,12;1,57;0,09;-0,34;-0,18;1,38;-4,02;2,15;19,94;;6,09;-0,54;1,54;0,43;-0,05;16,19;4446,0;-28,77;1,16;86977926,0;19;2,0;7,0;Automóveis e Motocicletas;Automóveis e Motocicletas;Consumo Cíclico;;;02/20/24 12:07
629;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;PLPL3;13,03;10,94;4,46;9,31;1,34;9,73;33,71;15,29;13,02;1,42;2,36;-9,37;0,94;40,72;12,27;22,01;0,2;0,42;0,3;0,68;2,96;0,08;;9769276,18;2,92;1,19;2661455680,0;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico;1,23;;02/20/24 12:07
391;PARANAPANEMA S.A.;PMAM3;3,68;-0,05;-0,04;-0,1;0,08;-2,37;-57,2;-149,43;-297,02;0,15;-0,05;-0,12;0,56;-78,99;-166,84;427,96;;-2,27;-2,11;3,11;0,15;0,0;-10,58;92010,24;-92,34;-72,94;159726164,32;72;5,0;34,0;Siderurgia e Metalurgia;Artefatos de Cobre;Materiais Básicos;;;02/20/24 12:07
416;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;PNVL3;11,65;19,9;1,54;11,18;0,59;16,35;30,91;3,62;2,04;0,41;2,42;-1,45;1,47;7,73;2,99;6,9;0,71;5,17;0,39;0,61;1,71;6,51;12,06;4806118,5;7,57;0,59;1751897653,65;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;0,46;8,04;02/20/24 12:07
416;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;PNVL4;18,62;31,81;2,46;17,87;0,95;16,35;30,91;3,62;2,04;0,65;3,87;-2,31;1,47;7,73;2,99;6,9;0,71;5,17;0,39;0,61;1,71;10,41;12,06;;7,57;0,59;1751897653,65;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;;8,04;02/20/24 12:07
192;MARCOPOLO S.A.;POMO3;6,45;7,67;1,81;8,52;0,8;11,54;21,68;11,16;12,41;0,95;2,47;-2,04;0,84;23,64;10,46;10,28;0,31;1,44;0,44;0,55;2,16;0,04;13,49;1888871,65;3,56;0,84;7239308636,96;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;3,6;61,66;02/20/24 12:07
192;MARCOPOLO S.A.;POMO4;8,32;9,89;2,34;10,99;1,03;11,54;21,68;11,16;12,41;1,23;3,18;-2,63;0,84;23,64;10,46;10,28;0,31;1,44;0,44;0,55;2,16;0,05;13,49;55293560,12;3,56;0,84;7239308636,96;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;3,99;61,66;02/20/24 12:07
201;WILSON SONS HOLDINGS BRASIL S.A.;PORT3;16,97;18,81;3,25;11,34;1,3;15,07;44,66;27,84;16,78;3,16;-51,97;-1,51;0,41;17,27;6,89;10,67;1,07;3,73;0,4;0,6;0,85;0,35;7,48;5496008,71;5,22;0,9;7466611633,0;14;1,0;6,0;Transporte;Serviços de Apoio e Armazenagem;Bens Industriais;3,73;11,5;02/20/24 12:07
432;POSITIVO TECNOLOGIA S.A.;POSI3;7,45;5,53;0,73;2,15;0,25;3,93;30,03;13,75;5,35;0,3;0,69;-1,3;0,86;13,21;4,58;17,99;0,61;1,78;0,35;0,65;1,83;-0,71;21,15;6760692,47;10,21;1,35;1056410000,0;81;8,0;40,0;Computadores e Equipamentos;Computadores e Equipamentos;Tecnologia da Informação;6,9;;02/20/24 12:07
679;FOCUS ENERGIA HOLDING PARTICIPAÇÕES S.A;POWE3;10,9;23,92;0,99;17,55;0,38;10,6;6,82;3,52;2,59;0,62;6,57;-0,74;0,61;4,13;1,58;3,81;-0,39;-6,96;0,38;0,62;1,13;-1,77;;;11,02;0,46;977237930,4;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública;;;02/20/24 12:07
567;POLPAR S.A.;PPAR3;14,6;0,82;0,04;1,03;0,03;-1,7;;;;;0,37;-0,03;0,0;5,05;3,65;3,84;-0,11;-2,73;0,72;0,28;84,67;0,02;;;352,82;17,82;2160800,0;57;4,0;25,0;Outros;Outros;Financeiro e Outros;85,96;37,08;02/20/24 12:07
365;PPLA PARTICIPATIONS LTD.;PPLA11;3,64;-5122,69;1280,67;-5122,69;12,45;-5122,69;;;;;-10245,38;-1138,38;0,0;-25,0;-0,24;;;;0,01;0,99;1,0;43,35;;1418,65;0,0;0,0;10245384,24;61;4,0;28,0;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos;Financeiro e Outros;;;02/20/24 12:07
406;PETRO RIO S.A.;PRIO3;46,24;9,05;3,2;7,37;1,45;8,85;62,28;55,18;44,93;4,07;33,57;-1,76;0,36;35,33;15,98;22,46;0,64;1,48;0,45;0,55;1,32;0,3;64,15;397790649,38;14,46;5,11;41248851348,16;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;0,16;145,76;02/20/24 12:07
175;PRINER SERVIÇOS INDUSTRIAIS S.A.;PRNR3;10,85;-1870,55;2,23;5,45;0,7;7,39;20,94;9,2;-0,03;0,5;4,21;-1,42;1,39;-0,12;-0,04;13,66;0,79;1,93;0,31;0,67;1,49;18,58;28,03;2572895,59;4,86;-0,01;506920213,45;12;1,0;5,0;Serviços;Serviços Diversos;Bens Industriais;;;02/20/24 12:07
361;PORTO SEGURO S.A.;PSSA3;26,24;7,81;1,43;7,45;0,31;2,41;100,0;7,28;6,95;0,54;5,5;-0,92;0,57;18,33;3,97;11,13;-0,97;-5,03;0,22;0,78;1,09;0,08;10,41;42208869,65;18,34;3,36;16947020632,6;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros;5,38;14,57;02/20/24 12:07
169;PBG S/A;PTBL3;5,88;-20,59;2,17;5,59;0,27;11,44;39,65;6,96;-1,89;0,39;-36,98;-0,45;0,7;-10,54;-1,33;9,19;2,27;5,85;0,13;0,87;0,98;0,17;16,49;3647403,91;2,71;-0,29;829002889,68;4;1,0;2,0;Construção e Engenharia;Produtos para Construção;Bens Industriais;3,57;;02/20/24 12:07
187;PRATICA KLIMAQUIP INDUSTRIA E COMERCIO SA;PTCA11;0,0;0,0;0,0;0,0;0,0;1,09;46,88;14,11;8,55;0,0;0,0;0,0;1,16;26,22;9,9;16,76;0,47;1,09;0,38;0,62;1,96;0,0;21,08;;28,81;7,55;0,0;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;;27,39;02/20/24 12:07
187;PRATICA KLIMAQUIP INDUSTRIA E COMERCIO SA;PTCA3;0,0;0,0;0,0;0,0;0,0;1,09;46,88;14,11;8,55;0,0;0,0;0,0;1,16;26,22;9,9;16,76;0,47;1,09;0,38;0,62;1,96;0,0;21,08;;28,81;7,55;0,0;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais;;27,39;02/20/24 12:07
267;PETTENATI S.A. INDUSTRIA TEXTIL;PTNT3;11,99;11,54;1,54;7,39;0,67;6,75;17,15;9,51;6,09;0,7;2,5;-1,38;0,96;13,32;5,83;9,21;0,24;1,14;0,44;0,47;2,11;-0,44;11,78;14164,92;7,8;1,04;437069083,36;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;15,14;02/20/24 12:07
267;PETTENATI S.A. INDUSTRIA TEXTIL;PTNT4;7,65;7,36;0,98;4,72;0,43;6,75;17,15;9,51;6,09;0,45;1,59;-0,88;0,96;13,32;5,83;9,21;0,24;1,14;0,44;0,47;2,11;-0,28;11,78;66742,68;7,8;1,04;437069083,36;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico;;15,14;02/20/24 12:07
409;QGEP PARTICIPAÇÕES S.A.;QGEP3;14,54;55,89;1,0;15,16;0,47;17,65;36,94;15,75;4,27;2,39;3,73;-0,67;0,2;1,78;0,85;3,15;0,16;2,49;0,47;0,53;1,77;-0,59;34,1;;14,58;0,26;3864832398,7;76;;;;;;1,03;-28,0;02/20/24 12:07
430;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;QUAL3;2,27;-16,09;0,49;6,84;0,14;20,62;77,16;5,27;-2,24;0,36;2,9;-0,21;0,38;-3,02;-0,86;1,02;0,98;13,78;0,28;0,71;1,16;0,14;-1,22;16519693,29;4,67;-0,14;644712517,75;80;7,0;39,0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;3,49;;02/20/24 12:07
568;QUALITY SOFTWARE S.A.;QUSW3;0,0;0,0;0,0;0,0;0,0;1,21;89,05;50,37;21,46;0,0;0,0;0,0;0,33;20,69;6,99;21,6;0,59;1,21;0,34;0,66;1,56;0,0;-6,67;;88,35;18,28;0,0;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;;;02/20/24 12:07
348;524 PARTICIPACOES S.A.;QVQP3B;0,0;0,0;0,0;0,0;0,0;1,22;;;;;0,0;;0,0;-68,49;-68,49;-80,14;-0,98;1,22;1,0;0,0;;0,0;;;0,0;0,0;0,0;57;4,0;25,0;Outros;Outros;Financeiro e Outros;;;02/20/24 12:07
420;RAIA DROGASIL S.A.;RADL3;25,25;40,19;7,58;21,01;2,24;22,21;29,98;6,28;3,28;1,32;11,98;-5,38;1,7;18,86;5,57;21,88;0,43;1,2;0,3;0,7;1,47;1,79;17,08;194918342,65;3,33;0,63;43379681800,0;77;7,0;36,0;Comércio e Distribuição;Medicamentos e Outros Produtos;Saúde;0,77;16,12;02/20/24 12:07
207;RUMO S.A.;RAIL3;23,24;44,8;2,7;11,56;0,87;14,82;36,76;35,38;9,13;4,09;7,57;-1,14;0,21;6,04;1,95;10,08;0,76;3,25;0,32;0,67;1,99;-0,05;10,6;254820746,29;8,59;0,52;43181349132,72;16;1,0;6,0;Transporte;Transporte Ferroviário;Bens Industriais;0,28;;02/20/24 12:07
798;RAIZEN S.A.;RAIZ4;3,84;11,73;1,74;3,58;0,36;6,42;7,99;4,97;1,52;0,18;14,99;-0,62;2,0;14,79;3,04;14,92;1,38;2,84;0,21;0,79;1,06;0,07;;41331941,26;2,21;0,33;39753636418,56;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;6,94;;02/20/24 12:07
374;Irani Papel e Embalagem S.A.;RANI3;10,19;5,29;1,89;3,71;0,7;5,3;46,85;40,73;28,58;1,51;2,85;-1,05;0,47;35,81;13,31;17,18;0,81;1,59;0,37;0,63;3,91;0,18;14,44;7925961,26;5,38;1,93;2443866874,61;63;5,0;29,0;Embalagens;Embalagens;Materiais Básicos;8,37;;02/20/24 12:07
374;Irani Papel e Embalagem S.A.;RANI4;5,5;2,85;1,02;2,0;0,38;5,3;46,85;40,73;28,58;0,82;1,54;-0,57;0,47;35,81;13,31;17,18;0,81;1,59;0,37;0,63;3,91;0,1;14,44;;5,38;1,93;2443866874,61;63;5,0;29,0;Embalagens;Embalagens;Materiais Básicos;;;02/20/24 12:07
194;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;RAPT3;10,6;8,4;1,19;2,62;0,27;4,8;25,06;11,93;3,72;0,31;0,9;-0,66;0,88;14,12;3,26;11,63;0,97;2,14;0,23;0,68;2,1;-0,38;30,59;243228,59;8,94;1,26;3541979251,24;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;5,49;54,84;02/20/24 12:07
194;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;RAPT4;10,84;8,59;1,21;2,68;0,28;4,8;25,06;11,93;3,72;0,32;0,92;-0,67;0,88;14,12;3,26;11,63;0,97;2,14;0,23;0,68;2,1;-0,38;30,59;22346663,91;8,94;1,26;3541979251,24;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;5,37;54,84;02/20/24 12:07
195;RECRUSUL S.A.;RCSL3;1,77;-16,24;1942,26;41,08;3,67;25,33;12,72;8,87;-22,44;3,65;27,06;-7,21;1,01;-11956,9;-22,62;4853,1;-0,42;-0,01;0,0;1,0;1,38;-0,05;362,53;15458265,85;0,0;-0,11;138975497,1;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais;;;02/20/24 12:07
